id|kanji_symbol|url|freq_counter|jlpt_Counter|school_counter|firstkanji|pngurl|kun|on|meaning|table_data
123|噂|https://kanjicards.org/kanji/123.html|2298|0|2382|噂|../img/stroke_order/123.png|うわさ|ソン|rumor, gossip, hearsay|[{'Word': '噂', 'Reading': 'うわさ', 'Meaning': 'rumour, rumor, report, hearsay, gossip, common talk'}, {'Word': '噂通り', 'Reading': 'うわさどおり', 'Meaning': 'rumor that appears to be quite true (rumour)'}, {'Word': '噂に上る', 'Reading': 'うわさにのぼる', 'Meaning': 'to be gossiped about'}, {'Word': '噂を立てられる', 'Reading': 'うわさをたてられる', 'Meaning': 'to be gossiped about'}, {'Word': '噂を流す', 'Reading': 'うわさをながす', 'Meaning': 'to spread rumors, to spread rumours'}, {'Word': '根も葉も無い噂', 'Reading': 'ねもはもないうわさ', 'Meaning': 'groundless rumor, groundless rumour'}, {'Word': '噂話', 'Reading': 'うわさばなし', 'Meaning': 'gossip'}, {'Word': '噂話し', 'Reading': 'うわさばなし', 'Meaning': 'gossip'}, {'Word': '噂を聞く', 'Reading': 'うわさをきく', 'Meaning': 'to hear a rumor, to get wind of'}, {'Word': '浮いた噂', 'Reading': 'ういたうわさ', 'Meaning': 'amorous rumour (rumor)'}]
124|云|https://kanjicards.org/kanji/124.html|0|0|2455|云|../img/stroke_order/124.png|い.う, ここに|ウン|say|[{'Word': '云う', 'Reading': 'いう, ゆう', 'Meaning': 'to say; to call (i.e. to give a name)'}, {'Word': '云々', 'Reading': 'うんぬん', 'Meaning': 'and so on, and so forth, comment'}, {'Word': '云云', 'Reading': 'うんぬん', 'Meaning': 'and so on, and so forth, comment'}, {'Word': '幾千と云う人', 'Reading': 'いくせんというひと', 'Meaning': 'thousands of people'}, {'Word': '云為', 'Reading': 'うんい', 'Meaning': 'sayings and doings, words and deeds'}, {'Word': '云爾', 'Reading': 'うんじ', 'Meaning': 'such as'}]
125|運|https://kanjicards.org/kanji/125.html|255|166|266|運|../img/stroke_order/125.png|はこ.ぶ|ウン|carry, luck, destiny, fate, lot, transport, progress, advance|[{'Word': '運', 'Reading': 'うん', 'Meaning': 'fortune, luck'}, {'Word': '運ぶ', 'Reading': 'はこぶ', 'Meaning': 'to carry, to transport, to move, to convey; to come, to go; to wield (a tool, etc.), to use; to go (well, etc.), to proceed, to progress'}, {'Word': '運動', 'Reading': 'うんどう', 'Meaning': 'motion, exercise'}, {'Word': '運営', 'Reading': 'うんえい', 'Meaning': 'management, administration, operation'}, {'Word': '運転', 'Reading': 'うんてん', 'Meaning': 'operation, motion, driving'}, {'Word': '運輸', 'Reading': 'うんゆ', 'Meaning': 'transportation'}, {'Word': '運輸省', 'Reading': 'うんゆしょう', 'Meaning': 'Ministry of Transport'}, {'Word': '運用', 'Reading': 'うんよう', 'Meaning': 'making use of, application, investment, practical use'}, {'Word': '運び', 'Reading': 'はこび', 'Meaning': 'progress, pace, carriage, step, stage'}, {'Word': '運転手', 'Reading': 'うんてんしゅ', 'Meaning': 'driver, chauffeur'}]
126|雲|https://kanjicards.org/kanji/126.html|1256|609|232|雲|../img/stroke_order/126.png|くも, -ぐも|ウン|cloud|[{'Word': '雲', 'Reading': 'くも', 'Meaning': 'cloud'}, {'Word': '暗雲', 'Reading': 'あんうん', 'Meaning': 'dark clouds'}, {'Word': '雲行き', 'Reading': 'くもゆき', 'Meaning': 'weather, look of the sky, situation, turn of affairs, signs'}, {'Word': '青雲', 'Reading': 'せいうん', 'Meaning': 'blue sky, high rank'}, {'Word': '星雲', 'Reading': 'せいうん', 'Meaning': 'nebula, galaxy'}, {'Word': '雲仙岳', 'Reading': 'うんぜんだけ', 'Meaning': 'mountain in Nagasaki Prefecture'}, {'Word': '風雲', 'Reading': 'ふううん, かざぐも', 'Meaning': 'winds and clouds, elements, situation, state of affairs'}, {'Word': '雲の上', 'Reading': 'くものうえ', 'Meaning': 'above the clouds, the Imperial Court'}, {'Word': '雲水', 'Reading': 'うんすい', 'Meaning': 'itinerant priest, clouds and water'}, {'Word': '雨雲', 'Reading': 'あまぐも', 'Meaning': 'rain cloud'}]
127|荏|https://kanjicards.org/kanji/127.html|2096|0|0|荏|../img/stroke_order/127.png|N/A|ジン, ニン|bean, perilla, herb, soft, pliable|[{'Word': '荏', 'Reading': 'え', 'Meaning': 'egoma (type of perilla), Perilla frutescens var. frutescens'}, {'Word': '荏胡麻', 'Reading': 'えごま', 'Meaning': 'egoma (type of perilla), Perilla frutescens var. frutescens'}, {'Word': '荏胡麻油', 'Reading': 'えごまゆ', 'Meaning': 'egoma seed oil'}, {'Word': '荏苒', 'Reading': 'じんぜん', 'Meaning': 'procrastination'}, {'Word': '荏の油', 'Reading': 'えのあぶら', 'Meaning': 'egoma seed oil'}]
128|餌|https://kanjicards.org/kanji/128.html|2277|0|0|餌|../img/stroke_order/128.png|え, えば, えさ, もち|ジ, ニ|food, bait, prey, tempting profit|[{'Word': '餌', 'Reading': 'えさ, え', 'Meaning': 'feed, bait'}, {'Word': '餌食', 'Reading': 'えじき', 'Meaning': 'prey, victim'}, {'Word': '好餌', 'Reading': 'こうじ', 'Meaning': 'bait, decoy, lure'}, {'Word': '擂り餌', 'Reading': 'すりえ', 'Meaning': 'ground food'}, {'Word': '撒き餌', 'Reading': 'まきえ', 'Meaning': 'scattered animal feed, ground bait'}, {'Word': '薬餌', 'Reading': 'やくじ', 'Meaning': 'medicine, drugs'}, {'Word': '薬餌療法', 'Reading': 'やくじりょうほう', 'Meaning': 'treatment by medicine and diet'}, {'Word': '生き餌', 'Reading': 'いきえ', 'Meaning': 'live bait'}, {'Word': '生餌', 'Reading': 'いきえ', 'Meaning': 'live bait'}, {'Word': '食餌', 'Reading': 'しょくじ', 'Meaning': 'dietary cure'}]
129|叡|https://kanjicards.org/kanji/129.html|0|2148|2189|叡|../img/stroke_order/129.png|あき.らか|エイ|intelligence, imperial|"[{'Word': '比叡山', 'Reading': 'ひえいざん', 'Meaning': 'Mt. Hiei (in Kyoto)'}, {'Word': '叡感', 'Reading': 'えいかん', 'Meaning': ""emperor's approval""}, {'Word': '叡旨', 'Reading': 'えいし', 'Meaning': ""the emperor's instructions""}, {'Word': '叡聞に', 'Reading': 'えいぶんに', 'Meaning': ""(in the) emperor's hearing""}, {'Word': '叡覧', 'Reading': 'えいらん', 'Meaning': ""the emperor's personal inspection""}, {'Word': '叡慮', 'Reading': 'えいりょ', 'Meaning': ""the emperor's pleasure""}, {'Word': '叡知', 'Reading': 'えいち', 'Meaning': 'intelligence'}, {'Word': '叡智', 'Reading': 'えいち', 'Meaning': 'wisdom, intelligence, intellect'}]"
130|営|https://kanjicards.org/kanji/130.html|303|501|677|営|../img/stroke_order/130.png|いとな.む, いとな.み|エイ|occupation, camp, perform, build, conduct (business)|[{'Word': '経営', 'Reading': 'けいえい', 'Meaning': 'management, administration'}, {'Word': '運営', 'Reading': 'うんえい', 'Meaning': 'management, administration, operation'}, {'Word': '営業', 'Reading': 'えいぎょう', 'Meaning': 'business, trade, sales, operations'}, {'Word': '経営者', 'Reading': 'けいえいしゃ', 'Meaning': 'manager, proprietor'}, {'Word': '国営', 'Reading': 'こくえい', 'Meaning': 'state management'}, {'Word': '陣営', 'Reading': 'じんえい', 'Meaning': 'camp (group of same ideological beliefs)'}, {'Word': '民営', 'Reading': 'みんえい', 'Meaning': 'private management'}, {'Word': '営業所', 'Reading': 'えいぎょうしょ', 'Meaning': 'business office, place of business'}, {'Word': '公営', 'Reading': 'こうえい', 'Meaning': 'public management'}, {'Word': '市営', 'Reading': 'しえい', 'Meaning': 'municipal management'}]
132|影|https://kanjicards.org/kanji/132.html|464|1112|1092|影|../img/stroke_order/132.png|かげ|エイ|shadow, silhouette, phantom|[{'Word': '影', 'Reading': 'かげ', 'Meaning': 'shadow, silhouette; reflection, image; presence, sign; light (stars, moon)'}, {'Word': '影響', 'Reading': 'えいきょう', 'Meaning': 'influence, effect'}, {'Word': '撮影', 'Reading': 'さつえい', 'Meaning': 'photographing'}, {'Word': '影の内閣', 'Reading': 'かげのないかく', 'Meaning': 'shadow cabinet'}, {'Word': '面影', 'Reading': 'おもかげ', 'Meaning': 'face, looks, vestiges, trace'}, {'Word': '遺影', 'Reading': 'いえい', 'Meaning': 'portrait of deceased person'}, {'Word': '人影', 'Reading': 'ひとかげ, じんえい', 'Meaning': 'figure(s) of a person (persons); shadow of a person'}, {'Word': '陰影', 'Reading': 'いんえい', 'Meaning': 'shadow, gloom; shading, hatch, hatching'}, {'Word': '幻影', 'Reading': 'げんえい', 'Meaning': 'phantom, vision, illusion'}, {'Word': '影絵', 'Reading': 'かげえ', 'Meaning': 'shadow picture'}]
133|映|https://kanjicards.org/kanji/133.html|404|239|827|映|../img/stroke_order/133.png|うつ.る, うつ.す, は.える, -ば.え|エイ|reflect, reflection, projection|[{'Word': '映画', 'Reading': 'えいが', 'Meaning': 'movie, film'}, {'Word': '映像', 'Reading': 'えいぞう', 'Meaning': 'reflection, image, picture (e.g. on a television)'}, {'Word': '上映', 'Reading': 'じょうえい', 'Meaning': 'screening (a movie), showing; to screen a movie'}, {'Word': '放映', 'Reading': 'ほうえい', 'Meaning': 'televising'}, {'Word': '映画館', 'Reading': 'えいがかん', 'Meaning': 'movie theatre (theater), cinema'}, {'Word': '反映', 'Reading': 'はんえい', 'Meaning': 'reflection, influence'}, {'Word': '映し出す', 'Reading': 'うつしだす', 'Meaning': 'to project, to reflect'}, {'Word': '大映', 'Reading': 'だいえい', 'Meaning': 'Daiei Motion Picture Company'}, {'Word': '映る', 'Reading': 'うつる', 'Meaning': 'to be reflected, to harmonize with (harmonise), to come out (photo), to be projected'}, {'Word': '劇映画', 'Reading': 'げきえいが', 'Meaning': 'film drama'}]
134|曳|https://kanjicards.org/kanji/134.html|0|0|2456|曳|../img/stroke_order/134.png|ひ.く|エイ|pull, tug, jerk, admit, install, quote, refer to|"[{'Word': '曳く', 'Reading': 'ひく', 'Meaning': 'to pull; to draw (attention, etc.), to attract (interest, etc.); to draw back; to draw (a card); to draw (plan, line, etc.); to catch (cold); to play (string instr.); to look up (e.g. dictionary), to consult; to haul, to pull (vehicles); to subtract; to ebb, to fade; to descend (from), to inherit (a characteristic); to quote, to raise (as evidence); to lay (a cable), to draw (a cable)'}, {'Word': '曳火弾', 'Reading': 'えいかだん', 'Meaning': 'tracer bullet'}, {'Word': '曳光弾', 'Reading': 'えいこうだん', 'Meaning': 'tracer bullet, star shell, flare bomb'}, {'Word': '曳航', 'Reading': 'えいこう', 'Meaning': 'towing (a ship)'}, {'Word': '曳子', 'Reading': 'ひきこ', 'Meaning': 'jinrikisha puller'}, {'Word': '綱曳き', 'Reading': 'つなひき', 'Meaning': 'tug of war; forward puller (of a rickshaw)'}, {'Word': '曳船', 'Reading': 'えいせん, ひきふね, ひきぶね', 'Meaning': 'tugboat, towing, towage'}, {'Word': '曳き船', 'Reading': 'えいせん, ひきふね, ひきぶね', 'Meaning': 'tugboat, towing, towage'}, {'Word': '媾曳', 'Reading': 'あいびき', 'Meaning': ""(lover's) date, assignation, rendezvous""}, {'Word': '媾曳き', 'Reading': 'あいびき', 'Meaning': ""(lover's) date, assignation, rendezvous""}]"
135|栄|https://kanjicards.org/kanji/135.html|920|658|586|栄|../img/stroke_order/135.png|さか.える, は.え, -ば.え, は.える, え|エイ, ヨウ|flourish, prosperity, honor, glory, splendor|[{'Word': '栄養', 'Reading': 'えいよう', 'Meaning': 'nutrition, nourishment'}, {'Word': '繁栄', 'Reading': 'はんえい', 'Meaning': 'prospering, prosperity, thriving, flourishing'}, {'Word': '栄光', 'Reading': 'えいこう', 'Meaning': 'glory'}, {'Word': '共栄', 'Reading': 'きょうえい', 'Meaning': 'mutual prosperity'}, {'Word': '光栄', 'Reading': 'こうえい', 'Meaning': 'honour, honor, glory, privilege'}, {'Word': '栄誉', 'Reading': 'えいよ', 'Meaning': 'honour, honor'}, {'Word': '栄養士', 'Reading': 'えいようし', 'Meaning': 'nutritionist'}, {'Word': '栄冠', 'Reading': 'えいかん', 'Meaning': 'laurels, garland'}, {'Word': '栄養失調', 'Reading': 'えいようしっちょう', 'Meaning': 'malnutrition'}, {'Word': '栄養素', 'Reading': 'えいようそ', 'Meaning': 'nutrient'}]
136|永|https://kanjicards.org/kanji/136.html|846|708|755|永|../img/stroke_order/136.png|なが.い|エイ|eternity, long, lengthy|[{'Word': '永遠', 'Reading': 'えいえん', 'Meaning': 'eternity, perpetuity, immortality, permanence'}, {'Word': '永住', 'Reading': 'えいじゅう', 'Meaning': 'permanent residence'}, {'Word': '永久', 'Reading': 'えいきゅう, とこしえ, とわ', 'Meaning': 'eternity, perpetuity, immortality; Eikyuu era (1113.7.13-1118.4.3)'}, {'Word': '永続', 'Reading': 'えいぞく', 'Meaning': 'permanence, continuation'}, {'Word': '永代', 'Reading': 'えいたい', 'Meaning': 'permanence, eternity'}, {'Word': '永らく', 'Reading': 'ながらく', 'Meaning': 'long, (for a) long time'}, {'Word': '永世', 'Reading': 'えいせい', 'Meaning': 'eternity, perpetuity, immortality, permanence'}, {'Word': '半永久', 'Reading': 'はんえいきゅう', 'Meaning': 'semipermanence'}, {'Word': '末永く', 'Reading': 'すえながく', 'Meaning': 'forever'}, {'Word': '永い', 'Reading': 'ながい', 'Meaning': 'long (distance); long (time), lengthy'}]
137|泳|https://kanjicards.org/kanji/137.html|1223|684|421|泳|../img/stroke_order/137.png|およ.ぐ|エイ|swim|[{'Word': '水泳', 'Reading': 'すいえい', 'Meaning': 'swimming'}, {'Word': '泳ぐ', 'Reading': 'およぐ', 'Meaning': 'to swim'}, {'Word': '競泳', 'Reading': 'きょうえい', 'Meaning': 'swimming race'}, {'Word': '泳ぎ', 'Reading': 'およぎ', 'Meaning': 'swimming'}, {'Word': '平泳ぎ', 'Reading': 'ひらおよぎ', 'Meaning': 'breaststroke (swimming)'}, {'Word': '背泳ぎ', 'Reading': 'せおよぎ', 'Meaning': 'backstroke (swim.)'}, {'Word': '遊泳', 'Reading': 'ゆうえい', 'Meaning': 'swimming, bathing; conduct of life'}, {'Word': '泳者', 'Reading': 'えいしゃ', 'Meaning': 'a swimmer'}, {'Word': '遠泳', 'Reading': 'えんえい', 'Meaning': 'long-distance swimming'}, {'Word': '泳げるようになる', 'Reading': 'およげるようになる', 'Meaning': 'to learn how to swim'}]
139|瑛|https://kanjicards.org/kanji/139.html|2393|2127|2158|瑛|../img/stroke_order/139.png|N/A|エイ|sparkle of jewelry, crystal|[{'Word': '玉瑛', 'Reading': 'ぎょくえい', 'Meaning': 'crystal, transparent gem'}]
143|英|https://kanjicards.org/kanji/143.html|430|218|449|英|../img/stroke_order/143.png|はなぶさ|エイ|England, English|[{'Word': '英語', 'Reading': 'えいご', 'Meaning': 'English (language)'}, {'Word': '英雄', 'Reading': 'えいゆう', 'Meaning': 'hero, great man'}, {'Word': '育英', 'Reading': 'いくえい', 'Meaning': 'education'}, {'Word': '英文', 'Reading': 'えいぶん', 'Meaning': 'sentence in English, article in English, English text; English literature (study of)'}, {'Word': '英字', 'Reading': 'えいじ', 'Meaning': 'English letter, alphabetic character'}, {'Word': '英和', 'Reading': 'えいわ', 'Meaning': 'English-Japanese (e.g. dictionary)'}, {'Word': '英明', 'Reading': 'えいめい', 'Meaning': 'intelligent, wise, bright, brilliant, clear-sighted'}, {'Word': '英文学', 'Reading': 'えいぶんがく', 'Meaning': 'study of English literature'}, {'Word': '英訳', 'Reading': 'えいやく', 'Meaning': 'English translation'}, {'Word': '英知', 'Reading': 'えいち', 'Meaning': 'intelligence'}]
144|衛|https://kanjicards.org/kanji/144.html|400|1017|780|衛|../img/stroke_order/144.png|N/A|エイ, エ|defense, protection|[{'Word': '自衛隊', 'Reading': 'じえいたい', 'Meaning': 'self-defence force, self-defense force; Japan Self-Defence Force, JSDF'}, {'Word': '防衛', 'Reading': 'ぼうえい', 'Meaning': 'defense, defence, protection, self-defense, self-defence'}, {'Word': '衛星', 'Reading': 'えいせい', 'Meaning': 'satellite'}, {'Word': '防衛庁', 'Reading': 'ぼうえいちょう', 'Meaning': 'Japan Defense Agency (Defence) (became Japanese Ministry of Defense in Jan. 2007)'}, {'Word': '衛生', 'Reading': 'えいせい', 'Meaning': 'health, hygiene, sanitation, medical'}, {'Word': '自衛', 'Reading': 'じえい', 'Meaning': 'self-defense, self-defence'}, {'Word': '自衛官', 'Reading': 'じえいかん', 'Meaning': '(Japanese) Self Defense Force member (Defence)'}, {'Word': '陸上自衛隊', 'Reading': 'りくじょうじえいたい', 'Meaning': 'Ground Self-Defense Forces (Defence)'}, {'Word': '通信衛星', 'Reading': 'つうしんえいせい', 'Meaning': 'communication satellite, Broadcast Satellite, BS'}, {'Word': '海上自衛隊', 'Reading': 'かいじょうじえいたい', 'Meaning': 'Maritime Self Defense Forces (Defence)'}]
145|詠|https://kanjicards.org/kanji/145.html|2000|1883|1830|詠|../img/stroke_order/145.png|よ.む, うた.う|エイ|recitation, poem, song, composing|"[{'Word': '詠む', 'Reading': 'よむ', 'Meaning': 'to compose (e.g. a Japanese poem), to write; to recite (e.g. a poem), to chant'}, {'Word': '詠み人知らず', 'Reading': 'よみびとしらず', 'Meaning': 'author unknown, anonymous; unknown waka composer'}, {'Word': '詠う', 'Reading': 'うたう', 'Meaning': ""to sing; to sing (one's praises in a poem, etc.)""}, {'Word': '詠じる', 'Reading': 'えいじる', 'Meaning': 'to compose (e.g. poem), to recite, to sing'}, {'Word': '朗詠', 'Reading': 'ろうえい', 'Meaning': 'recitation (of Japanese or Chinese poem)'}, {'Word': '遺詠', 'Reading': 'いえい', 'Meaning': 'posthumous song or poem'}, {'Word': '一句詠む', 'Reading': 'いっくよむ', 'Meaning': 'to make up a haiku poem'}, {'Word': '詠歌', 'Reading': 'えいか', 'Meaning': ""poem, song, (Buddh.) pilgrim's song""}, {'Word': '詠吟', 'Reading': 'えいぎん', 'Meaning': 'reciting poetry'}, {'Word': '詠唱', 'Reading': 'えいしょう', 'Meaning': 'aria'}]"
146|鋭|https://kanjicards.org/kanji/146.html|1395|936|1169|鋭|../img/stroke_order/146.png|するど.い|エイ|pointed, sharpness, edge, weapon, sharp, violent|[{'Word': '鋭い', 'Reading': 'するどい', 'Meaning': 'pointed, sharp'}, {'Word': '新鋭', 'Reading': 'しんえい', 'Meaning': 'freshly picked, newly produced'}, {'Word': '精鋭', 'Reading': 'せいえい', 'Meaning': 'elite, picked, powerful, efficient'}, {'Word': '気鋭', 'Reading': 'きえい', 'Meaning': 'spirited, energetic'}, {'Word': '鋭利', 'Reading': 'えいり', 'Meaning': 'sharpness'}, {'Word': '先鋭', 'Reading': 'せんえい', 'Meaning': 'radical, acute, sharp'}, {'Word': '鋭角', 'Reading': 'えいかく', 'Meaning': 'acute angle'}, {'Word': '鋭敏', 'Reading': 'えいびん', 'Meaning': 'sharpness, keenness, sensitiveness, mental acumen'}, {'Word': '鋭いナイフ', 'Reading': 'するどいナイフ', 'Meaning': 'sharp knife'}, {'Word': '鋭意', 'Reading': 'えいい', 'Meaning': 'eagerly, earnestly, diligently'}]
147|液|https://kanjicards.org/kanji/147.html|1210|787|788|液|../img/stroke_order/147.png|N/A|エキ|fluid, liquid, juice, sap, secretion|[{'Word': '血液', 'Reading': 'けつえき', 'Meaning': 'blood'}, {'Word': '液', 'Reading': 'えき', 'Meaning': 'liquid, fluid'}, {'Word': '液晶', 'Reading': 'えきしょう', 'Meaning': 'liquid crystal'}, {'Word': '液体', 'Reading': 'えきたい', 'Meaning': 'liquid, fluid'}, {'Word': '血液型', 'Reading': 'けつえきがた', 'Meaning': 'blood type'}, {'Word': '液化', 'Reading': 'えきか', 'Meaning': 'liquefaction'}, {'Word': '溶液', 'Reading': 'ようえき', 'Meaning': 'solution (liquid)'}, {'Word': '液状化', 'Reading': 'えきじょうか', 'Meaning': 'liquefaction, liquefy'}, {'Word': '体液', 'Reading': 'たいえき', 'Meaning': 'body fluids'}, {'Word': '精液', 'Reading': 'せいえき', 'Meaning': 'semen'}]
148|疫|https://kanjicards.org/kanji/148.html|1661|1655|1635|疫|../img/stroke_order/148.png|N/A|エキ, ヤク|epidemic|"[{'Word': '免疫', 'Reading': 'めんえき', 'Meaning': 'immunity, immunization, immunisation'}, {'Word': '検疫', 'Reading': 'けんえき', 'Meaning': 'quarantine, medical inspection'}, {'Word': '防疫', 'Reading': 'ぼうえき', 'Meaning': 'communicable disease control (e.g. by quarantine, disinfection, etc.), prevention of epidemics'}, {'Word': '検疫所', 'Reading': 'けんえきしょ, けんえきじょ', 'Meaning': 'quarantine station'}, {'Word': '疫病', 'Reading': 'えきびょう, やくびょう', 'Meaning': 'infectious disease, plague, epidemic'}, {'Word': '悪疫', 'Reading': 'あくえき', 'Meaning': 'epidemic'}, {'Word': '疫学', 'Reading': 'えきがく', 'Meaning': 'epidemiology, the study of epidemics'}, {'Word': '疫病神', 'Reading': 'やくびょうがみ, えきびょうがみ', 'Meaning': 'jinx (lit: god of pestilence), hoodoo, pest, odious person, plague, angel of death'}, {'Word': '疫痢', 'Reading': 'えきり', 'Meaning': ""children's dysentery""}, {'Word': '疫癘', 'Reading': 'えきれい', 'Meaning': 'epidemic, plague, pestilence'}]"
149|益|https://kanjicards.org/kanji/149.html|674|1046|796|益|../img/stroke_order/149.png|ま.す|エキ, ヤク|benefit, gain, profit, advantage|"[{'Word': '利益', 'Reading': 'りえき, りやく', 'Meaning': ""profit, gains; benefit, advantage, interest (of the public, etc.); grace (of God, Buddha, etc.) (esp. as attained through rightful actions, prayer, adherence to one's faith, etc.), blessing, miracle""}, {'Word': '収益', 'Reading': 'しゅうえき', 'Meaning': 'earnings, proceeds, returns'}, {'Word': '益', 'Reading': 'えき, やく, よう', 'Meaning': 'benefit, use, good, advantage, gain; profit, gains'}, {'Word': '経常利益', 'Reading': 'けいじょうりえき', 'Meaning': 'current profits, ordinary profit, income before income taxes'}, {'Word': '減益', 'Reading': 'げんえき', 'Meaning': 'decrease in profits'}, {'Word': '差益', 'Reading': 'さえき', 'Meaning': 'marginal profits'}, {'Word': '増益', 'Reading': 'ぞうえき', 'Meaning': 'increased (profit)'}, {'Word': '国益', 'Reading': 'こくえき', 'Meaning': 'national interest'}, {'Word': '公益', 'Reading': 'こうえき', 'Meaning': 'public, public good'}, {'Word': '公益法人', 'Reading': 'こうえきほうじん', 'Meaning': 'public-service corporation, charitable corporation; juridical (legal) person working for the public good'}]"
150|駅|https://kanjicards.org/kanji/150.html|724|221|302|駅|../img/stroke_order/150.png|N/A|エキ|station|[{'Word': '駅', 'Reading': 'えき', 'Meaning': 'station'}, {'Word': '駅前', 'Reading': 'えきまえ', 'Meaning': 'in front of station'}, {'Word': '駅伝', 'Reading': 'えきでん', 'Meaning': 'stagecoach, post horse'}, {'Word': '宿駅', 'Reading': 'しゅくえき', 'Meaning': 'post town, relay station, stage'}, {'Word': '駅員', 'Reading': 'えきいん', 'Meaning': 'station attendant'}, {'Word': '駅弁', 'Reading': 'えきべん', 'Meaning': 'boxed lunch bought at a station (often a local specialty); variety of sexual position'}, {'Word': '駅舎', 'Reading': 'えきしゃ', 'Meaning': 'station building'}, {'Word': '駅頭', 'Reading': 'えきとう', 'Meaning': 'station'}, {'Word': '駅長', 'Reading': 'えきちょう', 'Meaning': 'station master'}, {'Word': '終着駅', 'Reading': 'しゅうちゃくえき', 'Meaning': 'terminal station'}]
151|悦|https://kanjicards.org/kanji/151.html|1762|1720|1695|悦|../img/stroke_order/151.png|よろこ.ぶ, よろこ.ばす|エツ|ecstasy, joy, rapture|[{'Word': '満悦', 'Reading': 'まんえつ', 'Meaning': 'great delight, rapture'}, {'Word': '悦', 'Reading': 'えつ', 'Meaning': 'self-satisfaction, rejoicing'}, {'Word': '悦ぶ', 'Reading': 'よろこぶ', 'Meaning': 'to be delighted, to be glad, to be pleased; to congratulate; to gratefully accept'}, {'Word': '悦んで', 'Reading': 'よろこんで', 'Meaning': 'with pleasure ...'}, {'Word': '悦び', 'Reading': 'よろこび', 'Meaning': 'joy, delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations'}, {'Word': '悦ばしい', 'Reading': 'よろこばしい', 'Meaning': 'delightful, joyful, gratifying'}, {'Word': '悦に入る', 'Reading': 'えつにいる', 'Meaning': 'to be pleased, to gloat, to glow with self-satisfaction'}, {'Word': '悦楽', 'Reading': 'えつらく', 'Meaning': 'enjoyment, pleasure'}, {'Word': '喜悦', 'Reading': 'きえつ', 'Meaning': 'joy'}, {'Word': '法悦', 'Reading': 'ほうえつ', 'Meaning': 'religious exultation, ecstasy'}]
152|謁|https://kanjicards.org/kanji/152.html|0|2077|1923|謁|../img/stroke_order/152.png|N/A|エツ|audience, audience (with king)|[{'Word': '謁する', 'Reading': 'えっする', 'Meaning': 'to have an audience with'}, {'Word': '謁す', 'Reading': 'えっす', 'Meaning': 'to have an audience with'}, {'Word': '謁見', 'Reading': 'えっけん', 'Meaning': 'audience (with someone)'}, {'Word': '内謁', 'Reading': 'ないえつ', 'Meaning': 'private audience'}, {'Word': '拝謁', 'Reading': 'はいえつ', 'Meaning': 'having an audience with someone of very high social standing (e.g. the emperor)'}, {'Word': '請謁', 'Reading': 'せいえつ', 'Meaning': 'beseeching, requesting (an audience)'}, {'Word': '謁を賜わる', 'Reading': 'えつをたまわる', 'Meaning': 'to be granted an audience'}]
153|越|https://kanjicards.org/kanji/153.html|897|865|1056|越|../img/stroke_order/153.png|こ.す, -こ.す, -ご.し, こ.える, -ご.え|エツ, オツ|surpass, cross over, move to, exceed, Vietnam|[{'Word': '越える', 'Reading': 'こえる', 'Meaning': 'to cross over, to cross, to pass through, to pass over (out of); to exceed'}, {'Word': '三越', 'Reading': 'みつこし', 'Meaning': 'Mitsukoshi (department store)'}, {'Word': '勝ち越し', 'Reading': 'かちこし', 'Meaning': 'more wins than losses (sport)'}, {'Word': '越し', 'Reading': 'ごし', 'Meaning': 'across, over, beyond'}, {'Word': '持ち越す', 'Reading': 'もちこす', 'Meaning': 'to carry over, to carry forward, to keep (for later), to defer'}, {'Word': '上越', 'Reading': 'じょうえつ', 'Meaning': 'area on Japan Sea side of Japan, including Niigata'}, {'Word': '引っ越し', 'Reading': 'ひっこし', 'Meaning': 'moving (dwelling, office, etc.), changing residence'}, {'Word': '中越', 'Reading': 'ちゅうごし', 'Meaning': 'over center field (centre)'}, {'Word': '越境', 'Reading': 'えっきょう', 'Meaning': 'border transgression'}, {'Word': '越年', 'Reading': 'えつねん', 'Meaning': 'ring out the old year, hibernation'}]
154|閲|https://kanjicards.org/kanji/154.html|1855|1786|1753|閲|../img/stroke_order/154.png|けみ.する|エツ|review, inspection, revision|[{'Word': '検閲', 'Reading': 'けんえつ', 'Meaning': 'censorship, inspection, examination; to censor, to inspect (in order to censor), to review (in order to censor)'}, {'Word': '閲覧', 'Reading': 'えつらん', 'Meaning': 'inspection, reading; browsing (the WWW, internet), web browsing'}, {'Word': '校閲', 'Reading': 'こうえつ', 'Meaning': 'revision, proofreading'}, {'Word': '観閲', 'Reading': 'かんえつ', 'Meaning': 'inspection (of troops)'}, {'Word': '閲する', 'Reading': 'えっする, けみする', 'Meaning': 'to inspect, to examine, to check; to elapse, to pass (time)'}, {'Word': '閲す', 'Reading': 'えっす, けみす', 'Meaning': 'to inspect, to examine, to check; to elapse, to pass (time)'}, {'Word': '閲読', 'Reading': 'えつどく', 'Meaning': 'reading, perusal'}, {'Word': '閲兵', 'Reading': 'えっぺい', 'Meaning': 'parade, review (of troops)'}, {'Word': '閲覧室', 'Reading': 'えつらんしつ', 'Meaning': 'inspection room, reading room'}, {'Word': '閲歴', 'Reading': 'えつれき', 'Meaning': 'career'}]
